hssd_id,category,primary_direction_kind,annotation_kind,axis,is_semantic,is_strict_positive_front,confidence,validation_status,outcome
004db3bd065eb72d8303f33c5bad163326cf1bd9,sculpture,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
005b673d5ded782d54be17969159917dfc9ae0f2,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
00662bccdee49ca148d0c96929286db6d6d3c267,double bed,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
006ea4bce9bbe0c73d6d47776b25e76265235722,table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0070649630e7b2262ec0427c0e2035232240fb4d,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
0074b6bf5758fd7186157fd3a8d53afe3e200cba,tv stand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00770bbb6345e851e425d78c333c4baababf3729,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
007ac3dc7a89e1e403c1340a4fd61fdc75ca053d,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0082238889bd1b4ab20d0f9e3a444f5b61664e3a,toilet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00826491ee9361be3f199d05588c5dfae493f0cd,balcony,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
008cc6178827f98658c83a3b33124a0ca7ad3c26,bed,front,front,"[0.0, 0.0, -1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
0091ed73925f43dda0dd03d8a71b88ccfa65fbb1,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0092599e2477209980084af7df385284843a3ff3,wall lamp,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0097dd7add1d9d8fdc58a446796dcde8c6f80238,ceiling fan,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
009de394cd2d691583965e0235ff47ea2d8ebf5f,bunk bed,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
009f96f4bd369a2294a1b29538c52b14ec792a54,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
009f9df21592e289bc08c4562f21dce15fced6fb,hamper,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
00a1a59b75fae9b7e42a128ce2249158dfa7d847,flower in vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
00a843989a32df31a10bc8129fa6801d768855c5,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00a896b002a685b0366798b1d3a96a20e96cf560,christmas tree,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
00ab1b2fd45dcfbfdffe36f00fe21a9dddd9f06b,wall sign,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00b0d5e167ae6b42666de010025efad4506563f1,oven,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00b285ed70673826ccb6941929a64abfaf5f9239,"washer.n.03,dryer",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00b3040d6d75d68ba6d1bdf96e31c6b8432cbc1f,laptop,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00b543e5c1ec525f02523484c372d31fbcc696ea,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00b94ee7f2a013ffb7b681d19a5769b63c1b8357,umbrella,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
00ba4b1c24ae030dc052d6d196d0461db86710aa,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
00bcbedb6c1552d671d69e1cf51def0fdffebe49,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00bde034d3d5b08ef952aeba2bd40839d3b8c5e0,showerhead,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
00c48f069128b3951154aa6e1416de43ae7a602f,flower in vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
00df07adecbdf73eee36efaf3cbc2ba45bda660e,easy chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
00e3402610a1f547e1cf80d348629cd7bb6fe1e8,swing chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
00e4e059a54461f2a2789abe85d78e5407d4f8e9,kitchen cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00e5f39d653640c848cee270dbf11c7110e3f582,bedclothes,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
00e879c11f8273cf5f82e7efd65e4aad5c4c076e,ottoman,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00f5afbca9f9bb5eadf718e81a66f0973ed67898,desk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
00ff4e2d38b8c28bd0e02607b698ae80ddb497ef,floor lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
011089758bc34f947c4862a8e800c51ec221a2b6,ashcan,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0110c7ff0e787bf98c9da923554ddea1484e4a3d,end table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0113c9f0a2767936709d028b730e5c1867870360,ceiling lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
01195e5a99e8b8ef231532ab1be8235e26d60b71,drum,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
01203626b508361ea3992e1fd995b5e524e92c73,pendant lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
012206d2b382d07af6b113f4968003c7d8d70b85,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0125f7747d3e3f85bd4cfb181f9a63b6a8afd6f3,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
01362ea241206b5668fb03f345c4637fd9386c8a,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
013b244fbce89344d7cc19d3eaeb116bb6e3a92d,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01490a02cbd67eec6e526ef157e7cb14fa15e610,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
01495dff5eccd8289fb31fc6df511bf2a043a495,chest of drawers,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
014a4d0309319f687eec4f5d944af61903d8f71b,"letter.n.02,wall decor",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
014f3ebc50361692497fe6439b2c112ed3e4ab25,club chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
014fab638dc1b20201ac76b8ee36a14e92463c5a,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
0159bbff524170a2ace52cd61a00a573da95fd38,firepit,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
015ae9b8de4de0be8a2c276c15869fa381923022,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
015fa236691b0082e304ffd1f2301cac81d32ad1,sink,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0164a753999c91217e819b52f8f354b3f60ded96,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
016556105b34152b96d7323eed7878bb8c142fbc,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
016740800c9b1834742579705ddfc6899dfceddc,bathrobe,,,"[0.0, 0.0, 1.0]",False,False,0.2,explicit_no_stable_category_direction,no_stable_direction
016e2356defa1d43ec856c0e3f7943fd5363f1e9,window curtain,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
017b17afc6ea4ec7b629aaea6e1103e836e8d3d4,ashcan,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
017ce24cca44d57f292120d0479539ffb133d91a,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
017f76377fbb6c77c47b3eb531ca35be7f114f1e,chandelier,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
01841f449f738c1e24fa15753d1fbc5fe0c6a92c,refrigerator,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
018f52ea0b259b9134aaa3685171d7ffe624c3dc,floor lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
0196e8210ba3ddbb8e0d61a6ff836da41e5b3f66,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
019b16dbb75c196d82d53639d6e987c1b8d95dc2,stool,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01af821742a85925760456d37968cbb767b80113,chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
01b0483516935b5ac613f1aec72fd518f73e23c3,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
01b65339d622bb9f89eb8fdd753a76cffc7eb8d6,console table,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01be253cbfd14b947e9dbe09d0b1959e97d72122,desk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01cc0bbc121ef31692b03269b6946aeb2aca5f10,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
01d1b7a2c92f97d248ca72d85d828f930e472064,chest of drawers,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01d630da518f4363755976657a76467162ca8d75,beanbag chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
01d951c6852a73f811d629107ad2367b73006a6a,wall decor,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01d9fff2f701af7d5d40a7a5adad5bf40d4c49c8,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
01e5e60f2cb12562e4e8f7bf78beb2832a5638e9,bench,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
01e667f965e732a23ebea47ea3f4ddaccac214d4,easy chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
01e82787da211d0f5e40f084fe22444c97b41857,plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
01eb64cfe0595d98521831a9066e146589d90567,buffet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01edac706c8e5f84fbfe967d135a85e316577079,picture frame,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01f1f0ea47cb3046a99ba5d7652f05107fb1f22a,floor lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
01f6ebc0ac1fc20a285a56ae5b88110f043298fd,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
01fd238f3e39659142240fc38ae44796e180597c,dining table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
02169c44fd8c796b2be3a5d9e5f01db7a29a4b3d,heating system,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
021a0ba1300490e2e288221a21f4387ce626d1de,bottle,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
021a61ef4010ddd21de0343377e044d90e1b54a3,console table,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0239c03b6896e4e4fad328885cf078995c913046,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0244897d4fc5fee6928e666d74e756ee9d08c863,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
0245ea7e27dca7c58b0fbf3f5bfc5eb1de3abd09,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
025e4ca9d6fcb78c71b7bb99d608d65fd4c39593,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
026aed52ad8a3e60e5432fbbc07b03f466541ce0,picture frame,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
026c407121ed33203feb319ea113eed446dfd822,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0270712b9b5ba0bcb1ad14e15b61c3d8f2e75a90,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
027d388a46684a3ec06cac714c25d0f131d0e029,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
027e92cebd21d094967fa5f266896148e91db402,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
028120d30742df66fc8b68a8cd61fe7664704170,"letter.n.02,wall decor",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
028155e2a19be6e6c2b88461dc31bb45fa26a67b,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
028240450aee55ea1220b83207f76c10990a937d,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
029320781a2fc9117543a3004e3bf0dd78616470,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0294b0151f3e49f76da9dfb668146fb4d0204653,club chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
0295f792a8fb3c037581372abe64e04c606a4f49,bedclothes,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
0296bcd4a4d00c06ab554b40c63fa2c0534d67e8,towel rack,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
029c59012cbc787082f4b8725695730327daf981,picture frame,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
02bb48b60ab9477eae9ccbd7653100150d1a75ea,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
02ca947f287608de3f89a5355b258a2758557497,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
02d0251f683a3fcd7d5ec09c5a6910ccdb363786,buffet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
02d45a27671570055bbc6637b6064f6b45e2921d,floor lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
02e1c4b4b32e647fc78261af94a1c4fd00bb6fb9,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
02e22ed56270338bef5f8436e82023c36cd29104,double bed,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
02e404b057e77e5fa66690bc55ae14a72ce0635c,armchair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
02e5544e1f707bb8a0b5199d4aac1aeaaa8f5f59,plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
02e9b52c3c888654f8048c5a9a84f2666dbadcdf,lantern,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
02ff1455a2e18c33ab821ba997da698b262f6117,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
030dc7920f6b43d809ddc87281cdd46ffdad2d9f,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
031024e00569909d466d87df9fead90355ba29e5,washer,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
031ccffaf5026ee18cdc60c1d3dc62ea41c690d0,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03260ee4f55865d1cb997ae7a6bbe9b56cda3b84,wall hook rack,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03298a8792f49a1638f5af98082c21d449c6c982,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
033774ae209de7a75a61ef44b69e42189f9af358,console table,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0338775a90793aa9bbc38526c7849569db00a99c,window curtain,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
033ec086c23a6d39fb37df87e6748c413bf80e29,bed,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
034315d3884f2819b9ab0462e70270c8e5036cad,round daybed,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
0355c188335bcb6a2bdf9a1348959df501dece8b,rocking chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
03569aed377a86f80ab87191174ae47b5332b77a,"candlestick.n.01,candle",,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0356ddbfa55a90611ee1f6ecbf851dd5b8d3cee9,sink cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03614729f1342071965854b2568d10142d887b84,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03639dab61b6903ff319e047b008cb6abec971c6,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0369f773266cd0aadce9e6ccdaf6d3f321ddab3e,picture frame,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
036edf04844210dae3f5afc59165ad4955b3510b,glass,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03758534dd2a3a8303e742cf4fc10fedd4c48843,carafe,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0376de3220316ab9bb94f3f930a0a7570316b733,chandelier,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
037c2aea5184e56ef6d240fabe3aee458ead4e52,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
037f34132f162235d80ce46f67c4fa2238d94da0,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
038b41ad09412325b1d01ef97894be59ca068ab9,bathrobe,,,"[0.0, 0.0, 1.0]",False,False,0.2,explicit_no_stable_category_direction,no_stable_direction
038c64ffa00f7c5dbe4e62342996e78a79510c9d,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
038ccdca4c91d34febe3f4efc596225a66a11d79,hanging cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
038f37d5b8351b29fdc8173d219ca5a503715ccc,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0391639c95af7b6f37ca6258afe8dd462605d847,bowl,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
0391f7b149076276d028060971ae3d197619f196,flat bench,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0392aac9912e9cc1420355e1c03c89df342c2e39,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
0392ded6c1e6c984011b5cfdd64ebe4e5e90eab6,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
039d68376f58a555b1fff5b989409652dd5d5ae7,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
039f04552895e9d932d6a6eb3fcf7c4f77b7ddab,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03a1677dcedf2937872cc0da3ce35d52580a75d7,plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03a1708f8547e9291a0b4601b627d1fd5f40a218,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03a8b87b73fec83efafca897e7084a395f746115,ceiling lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
03b813e8a1f0de5e3c9d595a8ac8aa7112a07a24,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
03b9da6158d9f400ab8842ead21e2644f596ddee,makeup mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03ba174d13db7f909a79cb64d4319383c6fa99ee,armoire,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03c07dd9e6d9dc1c1bc7ec045588abbe8fb06605,dining table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
03c328fccef4975310314838e42b6dff06709b06,tv stand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03c446fac08f40245ff475f29116b80f37c6684c,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03c6a0317265df8eeccc9245675fc50af95072d5,buffet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03d3f46d0dc93e092f63774bedf3b5911c87ac70,floor lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
03db4f1ffb7ef40b11cb080785e9c193c0114f41,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03db515e46a0ad189105897ee11576bf0513bb5c,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03dd9dd0d7ba659a94414118a71378d01463755c,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03e0a5b0643512a63c10c478fb005fb1228e2ccf,dishwasher,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
03e195f8bd27ffb3982ccb69dcab98d53f3f6920,ceiling lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
03e2bbe2660b454b1a45cd35ebee6d55ec8ac60d,clothes tree,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
