hssd_id,category,scan_status,watertight,physics_proxy_policy,issue_reasons,error
009f9df21592e289bc08c4562f21dce15fced6fb,hamper,complete,False,bbox_inertia,open_mesh,
00a1a59b75fae9b7e42a128ce2249158dfa7d847,flower in vase,complete,False,bbox_inertia,open_mesh,
00a843989a32df31a10bc8129fa6801d768855c5,wall art,complete,False,weld_or_static,open_mesh,
00a896b002a685b0366798b1d3a96a20e96cf560,christmas tree,complete,False,bbox_inertia,open_mesh|degenerate_faces,
00ab1b2fd45dcfbfdffe36f00fe21a9dddd9f06b,wall sign,complete,False,bbox_inertia,open_mesh,
00b0d5e167ae6b42666de010025efad4506563f1,oven,complete,False,bbox_inertia,open_mesh,
00b285ed70673826ccb6941929a64abfaf5f9239,"washer.n.03,dryer",complete,False,bbox_inertia,open_mesh,
00b3040d6d75d68ba6d1bdf96e31c6b8432cbc1f,laptop,complete,False,bbox_inertia,open_mesh,
00b94ee7f2a013ffb7b681d19a5769b63c1b8357,umbrella,complete,False,bbox_inertia,open_mesh,
00ba4b1c24ae030dc052d6d196d0461db86710aa,sofa,complete,False,bbox_inertia,open_mesh|degenerate_faces,
00bcbedb6c1552d671d69e1cf51def0fdffebe49,wall art,complete,False,weld_or_static,open_mesh,
00bde034d3d5b08ef952aeba2bd40839d3b8c5e0,showerhead,complete,False,bbox_inertia,open_mesh,
00c48f069128b3951154aa6e1416de43ae7a602f,flower in vase,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
00df07adecbdf73eee36efaf3cbc2ba45bda660e,easy chair,complete,False,bbox_inertia,open_mesh,
00e3402610a1f547e1cf80d348629cd7bb6fe1e8,swing chair,complete,False,bbox_inertia,open_mesh,
00e4e059a54461f2a2789abe85d78e5407d4f8e9,kitchen cabinet,complete,False,bbox_inertia,open_mesh,
00e879c11f8273cf5f82e7efd65e4aad5c4c076e,ottoman,complete,False,bbox_inertia,open_mesh,
00f5afbca9f9bb5eadf718e81a66f0973ed67898,desk,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
00ff4e2d38b8c28bd0e02607b698ae80ddb497ef,floor lamp,complete,False,bbox_inertia,open_mesh,
011089758bc34f947c4862a8e800c51ec221a2b6,ashcan,complete,False,bbox_inertia,open_mesh,
0110c7ff0e787bf98c9da923554ddea1484e4a3d,end table,complete,False,bbox_inertia,open_mesh,
0113c9f0a2767936709d028b730e5c1867870360,ceiling lamp,complete,False,weld_or_static,open_mesh|degenerate_faces,
01195e5a99e8b8ef231532ab1be8235e26d60b71,drum,complete,False,bbox_inertia,open_mesh,
01203626b508361ea3992e1fd995b5e524e92c73,pendant lamp,complete,False,weld_or_static,open_mesh,
012206d2b382d07af6b113f4968003c7d8d70b85,throw pillow,complete,False,bbox_inertia,open_mesh,
0125f7747d3e3f85bd4cfb181f9a63b6a8afd6f3,potted plant,complete,False,bbox_inertia,open_mesh,
01362ea241206b5668fb03f345c4637fd9386c8a,nightstand,complete,False,bbox_inertia,open_mesh,
013b244fbce89344d7cc19d3eaeb116bb6e3a92d,wall art,complete,False,weld_or_static,open_mesh,
01495dff5eccd8289fb31fc6df511bf2a043a495,chest of drawers,complete,False,bbox_inertia,open_mesh,
014a4d0309319f687eec4f5d944af61903d8f71b,"letter.n.02,wall decor",complete,False,weld_or_static,open_mesh,
014f3ebc50361692497fe6439b2c112ed3e4ab25,club chair,complete,False,bbox_inertia,open_mesh,
014fab638dc1b20201ac76b8ee36a14e92463c5a,table lamp,complete,False,bbox_inertia,open_mesh,
0159bbff524170a2ace52cd61a00a573da95fd38,firepit,complete,False,bbox_inertia,open_mesh,
015ae9b8de4de0be8a2c276c15869fa381923022,wall art,complete,False,weld_or_static,open_mesh,
015fa236691b0082e304ffd1f2301cac81d32ad1,sink,complete,False,bbox_inertia,open_mesh,
016556105b34152b96d7323eed7878bb8c142fbc,coffee table,complete,False,bbox_inertia,open_mesh,
016740800c9b1834742579705ddfc6899dfceddc,bathrobe,complete,False,bbox_inertia,open_mesh,
016e2356defa1d43ec856c0e3f7943fd5363f1e9,window curtain,complete,False,weld_or_static,open_mesh,
017b17afc6ea4ec7b629aaea6e1103e836e8d3d4,ashcan,complete,False,bbox_inertia,open_mesh,
017ce24cca44d57f292120d0479539ffb133d91a,wall mirror,complete,False,weld_or_static,open_mesh,
017f76377fbb6c77c47b3eb531ca35be7f114f1e,chandelier,complete,False,weld_or_static,open_mesh,
01841f449f738c1e24fa15753d1fbc5fe0c6a92c,refrigerator,complete,False,bbox_inertia,open_mesh,
018f52ea0b259b9134aaa3685171d7ffe624c3dc,floor lamp,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
0196e8210ba3ddbb8e0d61a6ff836da41e5b3f66,potted plant,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
019b16dbb75c196d82d53639d6e987c1b8d95dc2,stool,complete,False,bbox_inertia,open_mesh,
01af821742a85925760456d37968cbb767b80113,chair,complete,False,bbox_inertia,open_mesh,
01b0483516935b5ac613f1aec72fd518f73e23c3,sofa,complete,False,bbox_inertia,open_mesh,
01b65339d622bb9f89eb8fdd753a76cffc7eb8d6,console table,complete,False,bbox_inertia,open_mesh,
01be253cbfd14b947e9dbe09d0b1959e97d72122,desk,complete,False,bbox_inertia,open_mesh,
01cc0bbc121ef31692b03269b6946aeb2aca5f10,sofa,complete,False,bbox_inertia,open_mesh,
01d1b7a2c92f97d248ca72d85d828f930e472064,chest of drawers,complete,False,bbox_inertia,open_mesh,
01d630da518f4363755976657a76467162ca8d75,beanbag chair,complete,False,bbox_inertia,open_mesh,
01d951c6852a73f811d629107ad2367b73006a6a,wall decor,complete,False,weld_or_static,open_mesh,
01d9fff2f701af7d5d40a7a5adad5bf40d4c49c8,coffee table,complete,False,bbox_inertia,open_mesh,
01e5e60f2cb12562e4e8f7bf78beb2832a5638e9,bench,complete,False,bbox_inertia,open_mesh,
01e667f965e732a23ebea47ea3f4ddaccac214d4,easy chair,complete,False,bbox_inertia,open_mesh,
01e82787da211d0f5e40f084fe22444c97b41857,plant,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
01eb64cfe0595d98521831a9066e146589d90567,buffet,complete,False,bbox_inertia,open_mesh,
01edac706c8e5f84fbfe967d135a85e316577079,picture frame,complete,False,weld_or_static,open_mesh,
01f1f0ea47cb3046a99ba5d7652f05107fb1f22a,floor lamp,complete,False,bbox_inertia,open_mesh,
01f6ebc0ac1fc20a285a56ae5b88110f043298fd,wall art,complete,False,weld_or_static,open_mesh,
01fd238f3e39659142240fc38ae44796e180597c,dining table,complete,False,bbox_inertia,open_mesh,
02169c44fd8c796b2be3a5d9e5f01db7a29a4b3d,heating system,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
021a0ba1300490e2e288221a21f4387ce626d1de,bottle,complete,False,bbox_inertia,open_mesh,
021a61ef4010ddd21de0343377e044d90e1b54a3,console table,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
0239c03b6896e4e4fad328885cf078995c913046,coffee table,complete,False,bbox_inertia,open_mesh,
0244897d4fc5fee6928e666d74e756ee9d08c863,sofa,complete,False,bbox_inertia,open_mesh,
026aed52ad8a3e60e5432fbbc07b03f466541ce0,picture frame,complete,False,weld_or_static,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
026c407121ed33203feb319ea113eed446dfd822,rug,complete,False,bbox_inertia,open_mesh,
027d388a46684a3ec06cac714c25d0f131d0e029,table lamp,complete,False,bbox_inertia,open_mesh,
027e92cebd21d094967fa5f266896148e91db402,wall art,complete,False,weld_or_static,open_mesh,
028120d30742df66fc8b68a8cd61fe7664704170,"letter.n.02,wall decor",complete,False,weld_or_static,open_mesh,
028155e2a19be6e6c2b88461dc31bb45fa26a67b,wall art,complete,False,weld_or_static,open_mesh,
028240450aee55ea1220b83207f76c10990a937d,wall art,complete,False,weld_or_static,open_mesh,
029320781a2fc9117543a3004e3bf0dd78616470,throw pillow,complete,False,bbox_inertia,open_mesh,
0294b0151f3e49f76da9dfb668146fb4d0204653,club chair,complete,False,bbox_inertia,open_mesh,
0296bcd4a4d00c06ab554b40c63fa2c0534d67e8,towel rack,complete,False,bbox_inertia,open_mesh,
029c59012cbc787082f4b8725695730327daf981,picture frame,complete,False,weld_or_static,open_mesh,
02bb48b60ab9477eae9ccbd7653100150d1a75ea,coffee table,complete,False,bbox_inertia,open_mesh,
02ca947f287608de3f89a5355b258a2758557497,wall art,complete,False,weld_or_static,open_mesh,
02d0251f683a3fcd7d5ec09c5a6910ccdb363786,buffet,complete,False,bbox_inertia,open_mesh,
02d45a27671570055bbc6637b6064f6b45e2921d,floor lamp,complete,False,bbox_inertia,open_mesh,
02e1c4b4b32e647fc78261af94a1c4fd00bb6fb9,throw pillow,complete,False,bbox_inertia,open_mesh,
02e22ed56270338bef5f8436e82023c36cd29104,double bed,complete,False,bbox_inertia,open_mesh,
02e404b057e77e5fa66690bc55ae14a72ce0635c,armchair,complete,False,bbox_inertia,open_mesh,
02e5544e1f707bb8a0b5199d4aac1aeaaa8f5f59,plant,complete,False,bbox_inertia,open_mesh|invalid_volume|center_of_mass_out_of_bounds|inertia_not_positive_definite,
02e9b52c3c888654f8048c5a9a84f2666dbadcdf,lantern,complete,False,bbox_inertia,open_mesh,
02ff1455a2e18c33ab821ba997da698b262f6117,rug,complete,False,bbox_inertia,open_mesh,
030dc7920f6b43d809ddc87281cdd46ffdad2d9f,nightstand,complete,False,bbox_inertia,open_mesh|degenerate_faces,
031024e00569909d466d87df9fead90355ba29e5,washer,complete,False,bbox_inertia,open_mesh|degenerate_faces,
031ccffaf5026ee18cdc60c1d3dc62ea41c690d0,throw pillow,complete,False,bbox_inertia,open_mesh,
03260ee4f55865d1cb997ae7a6bbe9b56cda3b84,wall hook rack,complete,False,weld_or_static,open_mesh,
033774ae209de7a75a61ef44b69e42189f9af358,console table,complete,False,bbox_inertia,open_mesh,
0338775a90793aa9bbc38526c7849569db00a99c,window curtain,complete,False,weld_or_static,open_mesh,
033ec086c23a6d39fb37df87e6748c413bf80e29,bed,complete,False,bbox_inertia,open_mesh,
034315d3884f2819b9ab0462e70270c8e5036cad,round daybed,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
0355c188335bcb6a2bdf9a1348959df501dece8b,rocking chair,complete,False,bbox_inertia,open_mesh,
03569aed377a86f80ab87191174ae47b5332b77a,"candlestick.n.01,candle",complete,False,bbox_inertia,open_mesh,
0356ddbfa55a90611ee1f6ecbf851dd5b8d3cee9,sink cabinet,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
03614729f1342071965854b2568d10142d887b84,rug,complete,False,bbox_inertia,open_mesh,
03639dab61b6903ff319e047b008cb6abec971c6,nightstand,complete,False,bbox_inertia,open_mesh,
0369f773266cd0aadce9e6ccdaf6d3f321ddab3e,picture frame,complete,False,weld_or_static,open_mesh,
036edf04844210dae3f5afc59165ad4955b3510b,glass,complete,False,bbox_inertia,open_mesh,
0376de3220316ab9bb94f3f930a0a7570316b733,chandelier,complete,False,weld_or_static,open_mesh,
037c2aea5184e56ef6d240fabe3aee458ead4e52,table lamp,complete,False,bbox_inertia,open_mesh,
037f34132f162235d80ce46f67c4fa2238d94da0,nightstand,complete,False,bbox_inertia,open_mesh,
038b41ad09412325b1d01ef97894be59ca068ab9,bathrobe,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
038c64ffa00f7c5dbe4e62342996e78a79510c9d,throw pillow,complete,False,bbox_inertia,open_mesh,
038ccdca4c91d34febe3f4efc596225a66a11d79,hanging cabinet,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
038f37d5b8351b29fdc8173d219ca5a503715ccc,nightstand,complete,False,bbox_inertia,open_mesh,
0391639c95af7b6f37ca6258afe8dd462605d847,bowl,complete,False,bbox_inertia,open_mesh,
0391f7b149076276d028060971ae3d197619f196,flat bench,complete,False,bbox_inertia,open_mesh,
0392aac9912e9cc1420355e1c03c89df342c2e39,wall mirror,complete,False,weld_or_static,open_mesh,
0392ded6c1e6c984011b5cfdd64ebe4e5e90eab6,wall art,complete,False,weld_or_static,open_mesh,
039f04552895e9d932d6a6eb3fcf7c4f77b7ddab,coffee table,complete,False,bbox_inertia,open_mesh,
03a1677dcedf2937872cc0da3ce35d52580a75d7,plant,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
03a1708f8547e9291a0b4601b627d1fd5f40a218,coffee table,complete,False,bbox_inertia,open_mesh,
03a8b87b73fec83efafca897e7084a395f746115,ceiling lamp,complete,False,weld_or_static,open_mesh,
03b813e8a1f0de5e3c9d595a8ac8aa7112a07a24,sofa,complete,False,bbox_inertia,open_mesh,
03b9da6158d9f400ab8842ead21e2644f596ddee,makeup mirror,complete,False,bbox_inertia,open_mesh,
03ba174d13db7f909a79cb64d4319383c6fa99ee,armoire,complete,False,bbox_inertia,open_mesh,
03c07dd9e6d9dc1c1bc7ec045588abbe8fb06605,dining table,complete,False,bbox_inertia,open_mesh,
03c328fccef4975310314838e42b6dff06709b06,tv stand,complete,False,bbox_inertia,open_mesh,
03c446fac08f40245ff475f29116b80f37c6684c,wall art,complete,False,weld_or_static,open_mesh,
03c6a0317265df8eeccc9245675fc50af95072d5,buffet,complete,False,bbox_inertia,open_mesh,
03d3f46d0dc93e092f63774bedf3b5911c87ac70,floor lamp,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
03db4f1ffb7ef40b11cb080785e9c193c0114f41,wall art,complete,False,weld_or_static,open_mesh,
03db515e46a0ad189105897ee11576bf0513bb5c,throw pillow,complete,False,bbox_inertia,open_mesh,
03dd9dd0d7ba659a94414118a71378d01463755c,wall mirror,complete,False,weld_or_static,open_mesh,
03e0a5b0643512a63c10c478fb005fb1228e2ccf,dishwasher,complete,False,bbox_inertia,open_mesh,
03e195f8bd27ffb3982ccb69dcab98d53f3f6920,ceiling lamp,complete,False,weld_or_static,open_mesh,
03e2bbe2660b454b1a45cd35ebee6d55ec8ac60d,clothes tree,complete,False,bbox_inertia,open_mesh,
03e9622ccd358c4a74cb5186b9f2d9691605f1cd,l-shaped couch,complete,False,bbox_inertia,open_mesh,
03ea3b664f0add400809a89ee11d4df65df4581b,wall art,complete,False,weld_or_static,open_mesh,
03ea6472f528d540163f2067c40e832054ed30ab,sink cabinet,complete,False,bbox_inertia,open_mesh|degenerate_faces,
03ec07ddbb7262844606d7a97d7b6b35d7f6ec00,ceiling lamp,complete,False,weld_or_static,open_mesh,
03ee88f8d8feb58ba1714bdfb88093b7469d51c9,end table,complete,False,bbox_inertia,open_mesh,
03ef3bc5dca1c31e308fac0da12f0ad8faa4a3f1,fireplace,complete,False,bbox_inertia,open_mesh,
03f10b35c7310988c0002289934c4b78f80950bd,swing,complete,False,bbox_inertia,open_mesh,
03f18e41c8808dd0031637e759ac79a388477f52,picture frame,complete,False,weld_or_static,open_mesh,
03f226dd0e012925a8674564c4de19cb786c9a88,desk,complete,False,bbox_inertia,open_mesh,
03fdc8dd8b89fbff8cf749f5c847180ab13e53d2,coffee table,complete,False,bbox_inertia,open_mesh,
0401d370f82582f973cb9606076eeda41e90813c,ottoman,complete,False,bbox_inertia,open_mesh,
040270e2325c49cf03c1e0846cede42781d52c23,pendant lamp,complete,False,weld_or_static,open_mesh,
0408927888d894832d62589d945d600dad793e90,wall mirror,complete,False,weld_or_static,open_mesh,
040b3052e52fe415092d1c10d466381b7b63064c,potted plant,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
040c6cf6e1e98037329815a1e3ceb38c505f9523,gym equipment,complete,False,bbox_inertia,open_mesh,
040e26b6afd850d9567eccce83c4347bc8ddd729,"stairway.n.01,stairs",complete,False,bbox_inertia,open_mesh,
0417d03c450eb0fff31f32e2999a1b13395ac51b,fireplace,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds,
041a043cceb0562e06330f15e31e7d266c4bfacc,radio receiver,complete,False,bbox_inertia,open_mesh,
041c06dd0009364a773620e1eb2fd1dc3808222a,kitchen cabinet,complete,False,bbox_inertia,open_mesh,
042102dff37f1a43e06e8ed2eb307738cc1cf882,l-shaped couch,complete,False,bbox_inertia,open_mesh,
0435460643f982a6b247ee4cd009c9a56eb133cb,armoire,complete,False,bbox_inertia,open_mesh,
0443db4d501a2ef4f89301f47f4be51a6be97d5f,bowl,complete,False,bbox_inertia,open_mesh,
0447294ccfcb2ae3908ef4e09dde75184cbf9f65,desk,complete,False,bbox_inertia,open_mesh,
044cb762363e6784f03f023cf5766ae761906236,wall art,complete,False,weld_or_static,open_mesh,
044ccac5e48c80f820c38ea8fa9b0192869b3a99,armchair,complete,False,bbox_inertia,open_mesh,
04549c868bea0d44eb0081b626419440e99a1e68,wall art,complete,False,weld_or_static,open_mesh,
0459e0ef654e9d3b187af4687e543c5277aec5d5,"toilet brush.n.01,toilet brush holder",complete,False,bbox_inertia,open_mesh,
0463153d9be9a8603ecd0e9af7e7763f42ee6c92,chest of drawers,complete,False,bbox_inertia,open_mesh,
046d2399c7a068aa44cf509456fa190e07710916,chandelier,complete,False,weld_or_static,open_mesh,
047b04d3192d8ba22aeeab2c6f9fc63766926cd4,bar stool,complete,False,bbox_inertia,open_mesh,
04801d6f327197470d63bfd728d4cf02bd33ec56,easy chair,complete,False,bbox_inertia,open_mesh,
0486ae7dd0b011240a162dc0ff1d96e2cac23dca,armoire,complete,False,bbox_inertia,open_mesh,
048800f7638798e930ebf692db5f4172f323d698,chair,complete,False,bbox_inertia,open_mesh,
048843fa0d4d6d5d53639874af6194a0eaa44f27,chandelier,complete,False,weld_or_static,open_mesh,
048d80c36ddc6ac63785ca08ccf231431195717c,sink cabinet,complete,False,bbox_inertia,open_mesh,
048dc9201fecb8866e67aaae1a35dcfe5bf59024,bookcase,complete,False,bbox_inertia,open_mesh,
0491b9ede319cf663bcf2690efb55817be7f2bb6,shower stall,complete,False,bbox_inertia,open_mesh,
04931d5ea7f08e2d909793ade1d4c15819db2ceb,floor lamp,complete,False,bbox_inertia,open_mesh,
04935a19ff917a71458e2550d1b6459119282f63,fence,complete,False,bbox_inertia,open_mesh,
049516ae0f5a27903a2ad93bfd992979822736c8,pendant lamp,complete,False,weld_or_static,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
049e5873d8721aea3e6b8edc5b6ce941c345e6e1,wall art,complete,False,weld_or_static,open_mesh,
04a0156632b5fe136cbe6400b23b28cf88d23ccc,throw pillow,complete,False,bbox_inertia,open_mesh,
04aa46b383620e09b40c1bbd68f36cd4d96bf416,footstool,complete,False,bbox_inertia,open_mesh,
04ab559761a405195f9b6fa02e7bbd65c01c2039,"toilet brush.n.01,toilet brush holder",complete,False,bbox_inertia,open_mesh,
04b85c45598c9650b3d2d538fe6c737c608a581d,throw pillow,complete,False,bbox_inertia,open_mesh,
04bb40b773ed64d7a4858987e71e6ba9fb04f9b9,swivel chair,complete,False,bbox_inertia,open_mesh,
04bf1ad9da0aaddcf0d94a3ebba8866c8a4a3e86,throw pillow,complete,False,bbox_inertia,open_mesh,
04c311f4468177fe8beb523d75ab7d1a45ead5b9,"toilet brush.n.01,toilet brush holder",complete,False,bbox_inertia,open_mesh,
04c4d866301b6f347bd5dc7b4d91e4f33dbd7688,wall mirror,complete,False,weld_or_static,open_mesh,
04c99a0e259fa98fbbc7171112d0a285c1648718,nightstand,complete,False,bbox_inertia,open_mesh,
04cb03c26e0eba03e16ed2dd48192b5817ac66d1,lantern,complete,False,bbox_inertia,open_mesh,
04cc32d77b9eadaf21a6289fef5879659452f3ae,wall art,complete,False,weld_or_static,open_mesh,
04e3238a93ca143822b01672f443804fb0880219,floor lamp,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
04e86791944c981fd6a14d6efe54e67735590e91,fence,complete,False,bbox_inertia,open_mesh,
04ed449bae4986d2fcf17340168a9bdfeeac5084,window curtain,complete,False,weld_or_static,open_mesh|invalid_volume|center_of_mass_out_of_bounds,
04f0786c4011462e4b21379744092398632a8389,clothing rack,complete,False,bbox_inertia,open_mesh,
04f411297e7255eee22742e15995c9d138c41d62,bread-bin,complete,False,bbox_inertia,open_mesh,
04f865ebc872cf2c58acbf99c0e883a3b150ec7f,sofa,complete,False,bbox_inertia,open_mesh,
04fe4104474c8006de4f015f7f48a2fb018299de,wall art,complete,False,weld_or_static,open_mesh,
05084521811cf5a58469c3ccf0240a067ca318bb,throw pillow,complete,False,bbox_inertia,open_mesh,
051239c63082d6b0cda8ef2db8be17d840be44bc,double bed,complete,False,bbox_inertia,open_mesh,
0516be93fa8832ae85f42da29177aaf7f3500dcb,barbecue,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
051ace1690a6edd02ae82cade929b07f08414251,window curtain,complete,False,weld_or_static,open_mesh,
051e7613c71593d5d91bac3b3d03a36e51dd0c23,ceiling lamp,complete,False,weld_or_static,open_mesh,
05206ad5b8ad9956a076ab73038089b964ddb2fd,sofa,complete,False,bbox_inertia,open_mesh|degenerate_faces,
05424dff4ffe89ee53ea1a6c74d6ed24da66433a,shoe,complete,False,bbox_inertia,open_mesh,
0546a524f6584d5beeaf8a72b3df494f9ceeec90,armoire,complete,False,bbox_inertia,open_mesh,
054a4edb60cf2145e98274ad3fcbfc212e6e2445,potted plant,complete,False,bbox_inertia,open_mesh,
055b7319d340daf8bb17e2bd492f9b1230da55a0,playhouse,complete,False,bbox_inertia,open_mesh,
055db798b8756570cc0eec7f8e7d3632cb6173ab,potted plant,complete,False,bbox_inertia,open_mesh|invalid_volume|center_of_mass_out_of_bounds,
0564bb393c0bd2cbb3ef49c14b24828ad6e366f9,shelving,complete,False,bbox_inertia,open_mesh,
056be15536045e9a6a94b9b93cff62f72d43c326,tv stand,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
0573db8343b79322ae386b50233e1dfbf3d3b493,table lamp,complete,False,bbox_inertia,open_mesh,
058936386adb57586905a14d68fbe70719cff89b,console table,complete,False,bbox_inertia,open_mesh,
0590a21b30e10913a5621e3f36becd2feb1ad7ae,camera,complete,False,bbox_inertia,open_mesh,
05955eaaf0ab689724243e9691d9a0e08609abc7,wall art,complete,False,weld_or_static,open_mesh,
05980eee8561a3ebaf0753a2f14f5871611e693e,wall shelf,complete,False,weld_or_static,open_mesh,
0598a08d6d048ed49026adf13247d4586033c864,beanbag chair,complete,False,bbox_inertia,open_mesh,
05a565581b12a422065a58c242bd033b00302d6b,pendant lamp,complete,False,weld_or_static,open_mesh,
05be6be9816aef09082349fdd55a24aed992f467,china cabinet,complete,False,bbox_inertia,open_mesh,
05d2b8c3e805112b21d05d42054c4a9288c7d130,flower in vase,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
05da2cb72bdcdc9843fdad1b9dc10450a33e4fba,basket,complete,False,bbox_inertia,open_mesh,
05ddc6731f34bdbe1aa5cff98cd8fcd1db254a84,hanging cabinet,complete,False,bbox_inertia,open_mesh,
05dfa289f4a5be6a1be7f0882a4d929060242b5d,sink,complete,False,bbox_inertia,open_mesh|inertia_not_positive_definite,
05e49871b58cc921c0a3be28954cfe30e13d099c,wall art,complete,False,weld_or_static,open_mesh,
05e5559cf467254327299a68a65b4bb188a4c1ab,armchair,complete,False,bbox_inertia,open_mesh,
05e74cdc180382e77852871d4f0041023f18a16a,chair,complete,False,bbox_inertia,open_mesh,
05f80a1f59e03f798ba3941f1a6f2712a0e93583,buffet,complete,False,bbox_inertia,open_mesh,
0608b5fe8ccd906911bfc7b38cc3b5128655fa01,glass,complete,False,bbox_inertia,open_mesh,
0614900c76c99d7781721d3d9053dcf5115ee3d5,planter,complete,False,bbox_inertia,open_mesh|center_of_mass_out_of_bounds|inertia_not_positive_definite,
06167b4898a357794dad99671ee7b4a7e8ee4641,pendant lamp,complete,False,weld_or_static,open_mesh,
061bbd1e9acde17526053b8f69791d2e79d332b4,"candlestick.n.01,candle",complete,False,bbox_inertia,open_mesh,
061efc927667529129a76d04993bd6920865eca8,end table,complete,False,bbox_inertia,open_mesh,
0621d6e661a29f7fcde7f2328fae37874a91c8e3,flower in vase,complete,False,bbox_inertia,open_mesh,
0626afb3eddc7696d194c35d0b0e0686ce7c7174,beam,complete,False,bbox_inertia,open_mesh,
06371cc27b123a3f15667e82ae1a257fac893eac,dining table,complete,False,bbox_inertia,open_mesh,
063cb879ce734b8ad6367d8a2b0accc69d1b4a7a,storage bench,complete,False,bbox_inertia,open_mesh,
