hssd_id,category,review_tier,access_sides,current_axis,current_confidence,current_front_view_image_index,current_validation_status,render_complete,render_dir
3a48ae6d5886879be81acaec677cbd8cdbd3f2db,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/3a48ae6d5886879be81acaec677cbd8cdbd3f2db
3bc24e0ea79ade13d4703ca23ece1e4019f9b70b,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/3bc24e0ea79ade13d4703ca23ece1e4019f9b70b
3e40038f7ac311b80e217680e2db1043f3ac12ec,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/3e40038f7ac311b80e217680e2db1043f3ac12ec
41bafa470b4e4eb9ed3a8fb57a8d4ba5b321a939,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/41bafa470b4e4eb9ed3a8fb57a8d4ba5b321a939
47c0662e06b5b13479b44aca8a3b9094cc99ee46,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/47c0662e06b5b13479b44aca8a3b9094cc99ee46
49c43df0f4010e965d68f8f748c9810b335ca4a7,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/49c43df0f4010e965d68f8f748c9810b335ca4a7
4b02240753963be92086f8fb2e1ec3e2a3259e77,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/4b02240753963be92086f8fb2e1ec3e2a3259e77
4ba52fb378a3d5f0e77f42146cc0d9c248479ace,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/4ba52fb378a3d5f0e77f42146cc0d9c248479ace
4c246a64de4bb9fcce09ff4523db1661f42d2d95,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/4c246a64de4bb9fcce09ff4523db1661f42d2d95
4e0a645fa6515ad09308a5243cd77e3975e4c4da,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/4e0a645fa6515ad09308a5243cd77e3975e4c4da
50eb135790c20484ce0067c57c4ff3414312429b,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/50eb135790c20484ce0067c57c4ff3414312429b
51b1228d7e9384c9c8b70e2de4a86426b0c2d818,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/51b1228d7e9384c9c8b70e2de4a86426b0c2d818
5234e3e43ed32fc53724bb4052eb1bce39109e02,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/5234e3e43ed32fc53724bb4052eb1bce39109e02
52ece22f4c47ace86f4635ce5d3498d1e7a09689,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/52ece22f4c47ace86f4635ce5d3498d1e7a09689
5596617b6e256dd94a6af0aaf0a70dd0121262f0,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/5596617b6e256dd94a6af0aaf0a70dd0121262f0
562cfdfd85a00ffbefbfba9fb6f54e171c99294c,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/562cfdfd85a00ffbefbfba9fb6f54e171c99294c
57966e0a857591dab70815223ad393ffb6134f5b,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/57966e0a857591dab70815223ad393ffb6134f5b
57f69b32d5b69de30730fccc2d15b660f08a6aa8,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/57f69b32d5b69de30730fccc2d15b660f08a6aa8
5855df4f61c036448115abedf5aa947a6383b1ce,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/5855df4f61c036448115abedf5aa947a6383b1ce
5cf876c569c3225eab848d4269c7baa489f85014,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/5cf876c569c3225eab848d4269c7baa489f85014
5e74de078d0d0bd18ecb9f41feb1fd2aef42d478,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/5e74de078d0d0bd18ecb9f41feb1fd2aef42d478
602e95402b712af5ac6273ce4d2d2e6f57229516,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/602e95402b712af5ac6273ce4d2d2e6f57229516
622f74d682e7ffa33598568e362f5a0d3cd8a144,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/622f74d682e7ffa33598568e362f5a0d3cd8a144
674b628a31866a0ccef740fbb4836d8aca5a5d51,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/674b628a31866a0ccef740fbb4836d8aca5a5d51
68e0c3ea856e5d85c915e534db8f7ce071012e58,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/68e0c3ea856e5d85c915e534db8f7ce071012e58
69340d8678701e72f39cc01890da1b8af3fd603d,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/69340d8678701e72f39cc01890da1b8af3fd603d
6bb6bee19a1dd2034abea1ba84107ef7264897ae,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/6bb6bee19a1dd2034abea1ba84107ef7264897ae
6f2bb312036ebbae505dbdc84cd4316e48736776,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/6f2bb312036ebbae505dbdc84cd4316e48736776
7094e30496b2735c235819e99c509769dc30502d,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/7094e30496b2735c235819e99c509769dc30502d
70c22b0935fa1ab0e9fcfe5dd52ddc7ff94f47a7,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/70c22b0935fa1ab0e9fcfe5dd52ddc7ff94f47a7
74da20ef257e10a06164a588ce1e2f80c43f543c,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/74da20ef257e10a06164a588ce1e2f80c43f543c
7629cab57668d2f1befe0a554e212d4f36849056,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/7629cab57668d2f1befe0a554e212d4f36849056
7e7d4081032a219390bc671fc4a88f2ef0a466ff,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/7e7d4081032a219390bc671fc4a88f2ef0a466ff
83d5a78a042210c917fd7d14d57ac69feb6988f0,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/83d5a78a042210c917fd7d14d57ac69feb6988f0
84aa04a73ce6d41924c80ae06dee7761cc4308bf,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/84aa04a73ce6d41924c80ae06dee7761cc4308bf
866b15a5849b5fa280d8130033062720684aa283,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/866b15a5849b5fa280d8130033062720684aa283
8adff54532c5b497625e63c05997fa166786f5f3,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/8adff54532c5b497625e63c05997fa166786f5f3
8c9040d12b61c83a5708ee399ff38ddd14450e35,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/8c9040d12b61c83a5708ee399ff38ddd14450e35
917eb4faafe8d1c12b815376f9742eefbe5b8f75,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/917eb4faafe8d1c12b815376f9742eefbe5b8f75
95c48a9ba1e1531fe26ca7068d11f3e3ebdf178c,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/95c48a9ba1e1531fe26ca7068d11f3e3ebdf178c
9632613e4d36e2ff4f077317f732bdf0fd0ce876,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/9632613e4d36e2ff4f077317f732bdf0fd0ce876
9e738f6b2ba6fe3bace3de086e55370ecb4c1a79,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/9e738f6b2ba6fe3bace3de086e55370ecb4c1a79
a2546f59391df58427404b45a53dbfbdc70f77bd,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/a2546f59391df58427404b45a53dbfbdc70f77bd
a279753d53f40ac43e222bf0cc86b08ce0911d50,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/a279753d53f40ac43e222bf0cc86b08ce0911d50
a72d7403a0ea8133a89bff0bfc266d443613420a,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/a72d7403a0ea8133a89bff0bfc266d443613420a
ab56aaa7f6e5e1baf9382b507d105db411484a50,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/ab56aaa7f6e5e1baf9382b507d105db411484a50
af45703d9d6e1e327161f253cb6bde9dd479c232,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/af45703d9d6e1e327161f253cb6bde9dd479c232
b15e1d3e55fa2b36c327471ac84c3b42b562aa1e,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/b15e1d3e55fa2b36c327471ac84c3b42b562aa1e
b89676c68f7f6513c6b3fe07d46350e427acd54b,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/b89676c68f7f6513c6b3fe07d46350e427acd54b
bbbd1200db14a6d56f7e0ec9b761c4cd011794fc,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/bbbd1200db14a6d56f7e0ec9b761c4cd011794fc
bd66ae3b3a35cd718f3befa8d2dc74205d537c74,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/bd66ae3b3a35cd718f3befa8d2dc74205d537c74
c2ad39c5fadc51ab84f17820b783af71a3cf8f68,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/c2ad39c5fadc51ab84f17820b783af71a3cf8f68
c58f80fee5a4b2d9463effc9618e33b68eb7a9c5,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/c58f80fee5a4b2d9463effc9618e33b68eb7a9c5
c7a970b36a90760399672531f4a75e0ffe9ba35e,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/c7a970b36a90760399672531f4a75e0ffe9ba35e
c7c5a1b22bc45672ee746040a0113a80f8e85531,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/c7c5a1b22bc45672ee746040a0113a80f8e85531
cab394212d39fd2760c820003ea5dd7511e4727e,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/cab394212d39fd2760c820003ea5dd7511e4727e
cd17a7b8d78ee79bc52015841577a2652f9e0625,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/cd17a7b8d78ee79bc52015841577a2652f9e0625
cd6cfef40870510516a4cdc79c3168924284cbec,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/cd6cfef40870510516a4cdc79c3168924284cbec
d34539104b7eb3776fa7e3259c2b5ba6e21154a1,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d34539104b7eb3776fa7e3259c2b5ba6e21154a1
d47861b542c4f2e8fe9adcf86d55e26e12d1a213,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d47861b542c4f2e8fe9adcf86d55e26e12d1a213
d595ed74fb59b637c5175d3d775421788ab9cfed,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d595ed74fb59b637c5175d3d775421788ab9cfed
d5d3d6b8376d50b96e2c1f4333847dcbd4724b59,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d5d3d6b8376d50b96e2c1f4333847dcbd4724b59
d6a8ea7841967baf3eb2dcb20eff191c0382c9cb,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d6a8ea7841967baf3eb2dcb20eff191c0382c9cb
d6f84b02f76e72be86c7e9b374c6781752270735,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/d6f84b02f76e72be86c7e9b374c6781752270735
daa2bae8cc5b6febde6578bf827b310107619caa,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/daa2bae8cc5b6febde6578bf827b310107619caa
db19f85684c964132250926f988da86ac513baa6,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/db19f85684c964132250926f988da86ac513baa6
db99ea06891a3dbce721816075f0f8de683dbde1,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/db99ea06891a3dbce721816075f0f8de683dbde1
de265a1735dcff9dd247bef674803fdc80861c33,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/de265a1735dcff9dd247bef674803fdc80861c33
e073005a5e9c826bea7bb60485c7c7fc12901017,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/e073005a5e9c826bea7bb60485c7c7fc12901017
e1085698f8090a287a6115006d23e8f6dc68e92b,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/e1085698f8090a287a6115006d23e8f6dc68e92b
e1bd0f66a94b27878f1114d2341c3abce3491189,armoire,high_priority_semantic_front,front,"[0.0,0.0,1.0]",0.2,,pending_asset_front_audit,True,/data/task3_2/share_data/scenesmith/hssd_rendered_assets/e1bd0f66a94b27878f1114d2341c3abce3491189
